,Unnamed: 0,id,thread_number,timestamp,text,retweets,likes,replies,url,full_text
12,12,999346205682470912,Thread 2,1527097677,"@EPAScottPruitt @EPA @EPAoig @HouseOversight @WhiteHouse @MickMulvaneyOMB Not to be outdone, investigations 15 andÃ¢?Â¦ https://t.co/g7iUsEhTZp",7,9,1,https://t.co/g7iUsEhTZp,"Not to be outdone, investigations 15 and 16 are being led by the
@USGAO
.
#15 looks at
@EPAScottPruitt
's potential violation of an anti-propaganda law, while #16 reviews Pruitt's actions in picking industry cronies to sit on the
@EPA
Science Board.
#BootPruitt"
13,13,999346277451223041,Thread 2,1527097694,@EPAScottPruitt @EPA @EPAoig @HouseOversight @WhiteHouse @MickMulvaneyOMB @USGAO WeÃ¢??ll be updating this page as morÃ¢?Â¦ https://t.co/dYp4VvZ2Mf,10,11,1,https://t.co/dYp4VvZ2Mf,"We’ll be updating this page as more investigations are announced or old investigations are wrapped up, so check back here for more as the
@EPAScottPruitt
scandal tap drips on!
medium.com/@CAPAction/a-g…"
14,14,999359361532219393,Thread 3,1527100813,"This is wrong. The judge can/will make a condition of/clause in any probation, suspended sentence, deferred sentencÃ¢?Â¦ https://t.co/1aQCx65ywX",297,847,32,https://t.co/1aQCx65ywX,"This is wrong. The judge can/will make a condition of/clause in any probation, suspended sentence, deferred sentence, or sentencing order that Papadopoulos comply with all prior orders and/or agreements regarding his cooperation with the Trump-Russia probe. A very bad take here.
External Tweet loading...
If nothing shows, it may have been deleted
by @JoyceWhiteVance
view original on Twitter"
15,15,999360430370967552,Thread 3,1527101068,2/ Papadopoulos failing to live by his agreements with the feds/the court could lead to charges being brought forwaÃ¢?Â¦ https://t.co/BZ2s80KPqs,85,423,4,https://t.co/BZ2s80KPqs,"2/
Papadopoulos failing to live by his agreements with the feds/the court could lead to charges being brought forward that were previously withheld and/or contempt charges and/or reopening investigations otherwise on hold. None of the conditions Joyce said could be present exist."
16,16,999361045448855554,Thread 3,1527101215,3/ The idea Mueller would dump Papadopoulos as a witness just because his sentencingÃ¢??which will have conditions attÃ¢?Â¦ https://t.co/N1YjthmuQw,87,460,10,https://t.co/N1YjthmuQw,"3/
The idea Mueller would dump Papadopoulos as a witness just because his sentencing—which will have conditions attached to it—can't be forestalled forever is ridiculous, and has nothing to do with any reality within the criminal justice system federally or at the state level."
17,17,999366373678702593,Thread 3,1527102485,"4/ I should also add, as I accidentally left it out of Tweet #2, that should Papadopoulos have a suspended or deferÃ¢?Â¦ https://t.co/PQdHKQnXkH",67,359,2,https://t.co/PQdHKQnXkH,"4/
I should also add, as I accidentally left it out of Tweet #2, that should Papadopoulos have a suspended or deferred sentence, or probation of any kind, any violation of any conditions of those statuses could lead to immediate imposition of some or all of a prison sentence."
18,18,999367309906104320,Thread 3,1527102708,"5/ The chances Papadopoulos will be under court supervision for some period of time approach 100%, and prosecutorsÃ¢?Â¦ https://t.co/yZz8AvUpd3",75,393,10,https://t.co/yZz8AvUpd3,"5/
The chances Papadopoulos will be under court supervision for some period of time approach 100%, and prosecutors will ensure it's longer than the Trump-Russia probe. His sentencing will also acknowledge that the feds are withholding charges in consideration of his cooperation."
24,24,971860842428985346,Thread 5,1520544655,1/ Foreign governments are NOT the only ones looking closely at @ClintonFdn public filings as @FBI @IRS andÃ¢?Â¦ https://t.co/DcgRxv9niy,283,364,13,https://t.co/DcgRxv9niy,"1/
Foreign governments are NOT the only ones looking closely at
@ClintonFdn
public filings as
@FBI
@IRS
and
@TheJusticeDept
dig in...
@csthetruth"
25,25,971861267932680198,Thread 5,1520544757,"2/ Join me on a brief tour---we start in CA where ""folks"" need to look here: 
https://t.co/2VrQxXVilt",61,83,5,https://t.co/2VrQxXVilt,"2/
Join me on a brief tour---we start in CA where ""folks"" need to look here:
rct.doj.ca.gov/Verification/W…"
26,26,971862045804113920,Thread 5,1520544942,"3/ Punch in 271414646 into FEIN field and then take a close look at RRF for 2015, and first delnquency letter...dueÃ¢?Â¦ https://t.co/DBZU8QSFVA",60,82,1,https://t.co/DBZU8QSFVA,"3/
Punch in 271414646 into FEIN field and then take a close look at RRF for 2015, and first delnquency letter...due date for RRF was 15 November 2016--filed WAY late and does not disclose required details of FOREIGN GOVERNMENT GRANTS!..."
27,27,971862758642868226,Thread 5,1520545112,4/ Then punch in 311580204 and note that parent entity has an incomplete report for 2016 that was REJECTED....@csthetruth,55,80,2,,"4/
Then punch in 311580204 and note that parent entity has an incomplete report for 2016 that was REJECTED....
@csthetruth"
28,28,971863522752761856,Thread 5,1520545294,5/ Please note that @SenKamalaHarris WAS AG and that @AGBecerra IS California AG--so for how long has that state beÃ¢?Â¦ https://t.co/qO68zrDA4j,75,95,3,https://t.co/qO68zrDA4j,"5/
Please note that
@SenKamalaHarris
WAS AG and that
@AGBecerra
IS California AG--so for how long has that state been investigating
@ClintonFdn
and
@ClintonHealth
? Clinton entities have run roughshod over (willinmgly? duped donors in high income tax rate states--with dficits WHY"
29,29,971864130167693317,Thread 5,1520545439,"6/ Now we fly over to NY where there is a similar site (punch both FEINs, using dashes after first 2 numbers) here:
https://t.co/bNQKOrUWwM",54,69,1,https://t.co/bNQKOrUWwM,"6/
Now we fly over to NY where there is a similar site (punch both FEINs, using dashes after first 2 numbers) here:
charitiesnys.com/RegistrySearch…"
30,30,971864714136432641,Thread 5,1520545578,7/ NY laws ALSO require specifics concerning ALL government grants--why are there still no amended disclosures fromÃ¢?Â¦ https://t.co/krqEpIaixF,80,94,1,https://t.co/krqEpIaixF,"7/
NY laws ALSO require specifics concerning ALL government grants--why are there still no amended disclosures from 2004 onwards, especially concerning FOREIGN government grants--oh wait, because
@AGSchneiderman
is a HACK in thrall to the Clintons?
@FBI
@csthetruth
@POTUS
?"
31,31,971865389809520640,Thread 5,1520545739,8/ Then look carefully @ AMENDED BYLAWS filed ALMOST FOUR YEARS LATE on 27 June 2017 in NY--Clinton family ILLEGALLÃ¢?Â¦ https://t.co/zV1eYtrTga,70,88,4,https://t.co/zV1eYtrTga,"8/
Then look carefully @ AMENDED BYLAWS filed ALMOST FOUR YEARS LATE on 27 June 2017 in NY--Clinton family ILLEGALLY gutted ""public charity"" status on 2 November 2013 as they DUPED
@NewYorkTimesGHS
and incoming ""directors, then hid this massive error past the 2016 election in NY!"
32,32,971865955860123649,Thread 5,1520545874,9/ On @csthetruth we have provided a link to the 18 November 2004 agreement with National Archives whereÃ¢?Â¦ https://t.co/qAIpluK3c3,100,127,7,https://t.co/qAIpluK3c3,"9/
On
@csthetruth
we have provided a link to the 18 November 2004 agreement with National Archives where
@ClintonFdn
swore to mainitain forever its status as a ""public charity""--ONE FAMILY CANNOT CONTROL SUCH ENTITIES LAWFULLY--why didn't
@IRS
catch this LONG AGO? CORRUPT?"
33,33,971866630337781760,Thread 5,1520546035,10/ The @IRS and @TheJusticeDept must STEP UP THEIR GAMES--FRAUD is NOT the main question at @ClintonFdn--WHY DIDÃ¢?Â¦ https://t.co/6NrfGi8Kmh,112,147,14,https://t.co/6NrfGi8Kmh,"10/
The
@IRS
and
@TheJusticeDept
must STEP UP THEIR GAMES--FRAUD is NOT the main question at
@ClintonFdn
--WHY DID
@FBI
and
@IRS
and MANY OTHERS MISS OBVIOUS FRAUDS FOR SO LONG, ever since February 2001?--key figure
@Comey
tell
@realDonaldTrump
@csthetruth
PLEASE all 10 tweets!"
59,59,962895762777690113,Thread 10,1518407214,"Here are some real ideas to fix the #immigration system.

1. Get rid of the 3 and 10 year bars and replace with a fÃ¢?Â¦ https://t.co/DzShYf2Kn1",60,156,18,https://t.co/DzShYf2Kn1,"Here are some real ideas to fix the
#immigration
system.
1.
Get rid of the 3 and 10 year bars and replace with a fine.
2.
Put more asylum officers near the border.
3.
Create a market-based cap for employment-based immigration.
4.
Create an entrepreneurial startup visa."
60,60,962896539441131520,Thread 10,1518407399,"5. Create a path to a green card for E-2 investors. Include any children brought here before age 21.
6. Let's reallÃ¢?Â¦ https://t.co/jZ8DoSvRxk",8,39,2,https://t.co/jZ8DoSvRxk,"5.
Create a path to a green card for E-2 investors. Include any children brought here before age 21.
6.
Let's really make a 10 year law: provisional green cards.
7.
Direct DHS to allow people to take the steps to correct their immigration status.
8.
Penalties besides deportation."
61,61,962898188289142784,Thread 10,1518407792,"9. Put money and resources into fraud detection.
10. Expand guest worker programs to allow people to go back and foÃ¢?Â¦ https://t.co/nzebluudrK",4,30,1,https://t.co/nzebluudrK,"9.
Put money and resources into fraud detection.
10.
Expand guest worker programs to allow people to go back and forth.
11.
Invest in antigang resources.
12.
Centralized U visa databases.
13.
Tax incentives for microbusiness in high unemployment areas.
14.
State biz incubators."
62,62,962899590218485760,Thread 10,1518408126,"15. Expand ESL instruction.
16. Create state Offices of New Americans.
17. Make real use of S visas to take down caÃ¢?Â¦ https://t.co/twEacdaoIS",4,32,2,https://t.co/twEacdaoIS,"15.
Expand ESL instruction.
16.
Create state Offices of New Americans.
17.
Make real use of S visas to take down cartels.
18.
Make filing for citizenship free or almost free.
19.
Create path to green card for longterm TPS holders.
20.
Recognize ""deportees"" as a group for asylum."
63,63,962900702229037058,Thread 10,1518408391,"21. Survey world immigration laws and sample the best to create a Model Immigration Code.
22. Give federal judges pÃ¢?Â¦ https://t.co/0dFy5bTCa0",4,26,2,https://t.co/0dFy5bTCa0,"21.
Survey world immigration laws and sample the best to create a Model Immigration Code.
22.
Give federal judges power to stop deportation for good cause shown.
23.
Use fines levied for immig lawbreakers to help fund free vocational/college education for US citizens."
64,64,962901487478243329,Thread 10,1518408579,"24. Vote out elected officials with close ties to nativist, white nationalist, or fearmongering groups such as FAIRÃ¢?Â¦ https://t.co/eLNeyaLIRH",4,29,1,https://t.co/eLNeyaLIRH,"24.
Vote out elected officials with close ties to nativist, white nationalist, or fearmongering groups such as FAIR, CIS, NumbersUSA, US Inc., KKK, VDare, etc.
25.
Give immig judges true independence, more support staff.
26.
Backlog relief for India, China, Philippines, Mexico."
65,65,962902326301347841,Thread 10,1518408779,So much can be done. Yet we're stuck between a border wall and DACA. And gutting protections for 90% of the currentÃ¢?Â¦ https://t.co/0mfAc6mUsf,8,39,2,https://t.co/0mfAc6mUsf,"So much can be done. Yet we're stuck between a border wall and DACA. And gutting protections for 90% of the currently undocumented.
They've been gutting it for decades. It's not working.
It's like paying someone to rebuild the same building you just paid to knock down."
66,66,962902905954164736,Thread 10,1518408917,"And then whining that ""illegal immigration is too expensive!"" and whatabouting other things to spend money on.

STOÃ¢?Â¦ https://t.co/cUUOKHEwv3",4,46,1,https://t.co/cUUOKHEwv3,"And then whining that ""illegal immigration is too expensive!"" and whatabouting other things to spend money on.
STOP MAKING IT SO DAMN EXPENSIVE THEN. Each hardworking immigrant deported is lost humanity, dignity, and yes, value.
Why not invest instead of expend?"
77,77,982779070722297856,Thread 12,1523147764,REALITY CHECK: Pruitt has spent $3 MILLION on security and travel in just over a year. His security detail is threeÃ¢?Â¦ https://t.co/B4grMTGkrB,281,327,14,https://t.co/B4grMTGkrB,"REALITY CHECK: Pruitt has spent $3 MILLION on security and travel in just over a year. His security detail is three times as large as his predecessors, yet the AP found no court records of cases of anyone being arrested for threatening Pruitt.
#BootPruitt
apnews.com/e2fdc3fe88be43…"
78,78,982779141341659138,Thread 12,1523147781,REALITY CHECK: Here's where you could stay in DC for the rent Pruitt was paying his fossil fuel lobbyist landlord (Ã¢?Â¦ https://t.co/MOFGSq18ja,35,49,1,https://t.co/MOFGSq18ja,"REALITY CHECK: Here's where you could stay in DC for the rent Pruitt was paying his fossil fuel lobbyist landlord (though his rent was late, so the landlord changed the locks). Spoiler alert; These aren't super fancy like Pruitt's luxury condo
#BootPruitt
washingtonian.com/2018/04/04/sco…"
79,79,982780050868187137,Thread 12,1523147997,"REALITY CHECK: While Pruitt is a dangerous threat to the health of our families, his sloppy and careless legal workÃ¢?Â¦ https://t.co/AKp6LR97r9",32,46,1,https://t.co/AKp6LR97r9,"REALITY CHECK: While Pruitt is a dangerous threat to the health of our families, his sloppy and careless legal work is undermining his ability to even implement his extreme pro-polluter agenda in several key cases.
#BootPruitt
nytimes.com/2018/04/07/cli…"
80,80,982780303541440512,Thread 12,1523148058,REALITY CHECK: Trump is defending a guy who regularly defies him....#BootPruitt https://t.co/FfsB2TKhOZ,22,37,3,https://t.co/FfsB2TKhOZ,"REALITY CHECK: Trump is defending a guy who regularly defies him....
#BootPruitt
theatlantic.com/politics/archi…"
81,81,982780938848555008,Thread 12,1523148209,....over and over again. #BootPruitt https://t.co/JGA39bmuuj,16,20,1,https://t.co/JGA39bmuuj,"....over and over again.
#BootPruitt
External Tweet loading...
If nothing shows, it may have been deleted
by @jdawsey1
view original on Twitter"
82,82,982781159926099969,Thread 12,1523148262,"REALITY CHECK: Trump is also defending the guy who called him an ""empty vessel."" https://t.co/ovfQIUUssn #BootPruitt",12,21,1,https://t.co/ovfQIUUssn #BootPruitt,"REALITY CHECK: Trump is also defending the guy who called him an ""empty vessel.""
#BootPruitt"
83,83,982781369620291584,Thread 12,1523148312,"REALITY CHECK: To top it all off, Pruitt's spending and behavior is because, according to many, he wants Ã¢??to be treÃ¢?Â¦ https://t.co/mzd02MvlOT",70,98,7,https://t.co/mzd02MvlOT,"REALITY CHECK: To top it all off, Pruitt's spending and behavior is because, according to many, he wants “to be treated like he was the president.”
#BootPruitt
nytimes.com/2018/04/05/bus…"
84,84,982782238285860864,Thread 12,1523148519,"Pruitt is a danger to the public, yet is losing in the courts while conning @realDonaldTrump into saving his job...Ã¢?Â¦ https://t.co/aSuCHpkGoy",70,121,4,https://t.co/aSuCHpkGoy,"Pruitt is a danger to the public, yet is losing in the courts while conning
@realDonaldTrump
into saving his job...all while defying & insulting his boss. Perhaps Trump is the empty vessel Scott Pruitt said he is. That would explain how Pruitt so easily conned him.
#BootPruitt"
115,115,986400888603340800,Thread 17,1524011272,"Startup funding shouldn't just go to white Ivy League Bay Area bros, so I'm sharing the top fundraising tips from AÃ¢?Â¦ https://t.co/SldtApGDPy",86,308,10,https://t.co/SldtApGDPy,"Startup funding shouldn't just go to white Ivy League Bay Area bros, so I'm sharing the top fundraising tips from Atrium's fundraising workshop. Most important: Cry, pivot, but don't quit. 1/"
116,116,986401040135176192,Thread 17,1524011309,"The best startup pitches identify a big problem, show why your product is the solution, and then prove your potentiÃ¢?Â¦ https://t.co/ER7tPJ8hFL",5,31,1,https://t.co/ER7tPJ8hFL,"The best startup pitches identify a big problem, show why your product is the solution, and then prove your potential to be huge with the right team, traction, growth plan, unit economics, and adjacent markets you'll conquer.
2/"
117,117,986401133651308544,Thread 17,1524011331,"Practicing your startup pitch is critical because it A/B tests narratives, unearths hard questions, and breeds confÃ¢?Â¦ https://t.co/4KETCzZO1P",2,22,1,https://t.co/4KETCzZO1P,"Practicing your startup pitch is critical because it A/B tests narratives, unearths hard questions, and breeds confidence. No on will fund you unless you're so passionate they know you won't quit.
3/"
118,118,986401237334568960,Thread 17,1524011356,"The unintuitive secret to startup fundraising isn't the pitch where everyone has their own style, but the process oÃ¢?Â¦ https://t.co/4hnmYsl0s8",2,21,2,https://t.co/4hnmYsl0s8,"The unintuitive secret to startup fundraising isn't the pitch where everyone has their own style, but the process of lining up a ton of investor meetings back-to-back so you can play them off each other. It's not the song, it's the dance.
4/"
119,119,986401314358812672,Thread 17,1524011374,Startups should assume they'll get a ton of NOs from investors before a Yes. Identify partners with expertise &amp; traÃ¢?Â¦ https://t.co/mJUUnkPa2X,2,25,1,https://t.co/mJUUnkPa2X,"Startups should assume they'll get a ton of NOs from investors before a Yes. Identify partners with expertise & track record in your industry, not just big names, and schedule meetings 3-4 weeks out. VCs are always on ""vacation"".
5/"
120,120,986401398320316416,Thread 17,1524011394,"If you don't hear back from an investor in 1-2 days, they don't like you. If they don't ask questions, they don't lÃ¢?Â¦ https://t.co/AfbAg7kxT5",4,22,1,https://t.co/AfbAg7kxT5,"If you don't hear back from an investor in 1-2 days, they don't like you. If they don't ask questions, they don't like you. Find one VC partner to be your champion and find out what their colleagues will want to know.
6/"
121,121,986401487302508545,Thread 17,1524011415,Don't write off lesser-known investors. A mid-tier fund's YES beats a top dog's No any day. Once you get a term sheÃ¢?Â¦ https://t.co/gRtyiM9cKg,1,18,1,https://t.co/gRtyiM9cKg,"Don't write off lesser-known investors. A mid-tier fund's YES beats a top dog's No any day. Once you get a term sheet, don't say who it's from but leverage it to get offers or better deals from other investors. Don't be a jerk about it.
7/"
122,122,986401573222866944,Thread 17,1524011436,Startups can die waiting for an investor's due diligence to finish before they get the cash. The median wait afterÃ¢?Â¦ https://t.co/CSkcU9WFw4,2,26,1,https://t.co/CSkcU9WFw4,"Startups can die waiting for an investor's due diligence to finish before they get the cash. The median wait after a soft YES is 41 days. Make sure you have enough runway to survive that long.
8/"
123,123,986401698460516353,Thread 17,1524011466,Startup burn rates balloon to the size of your bank account if you're not careful. Be thrifty. Cash should last 12-Ã¢?Â¦ https://t.co/4EH9ClIoWN,0,25,2,https://t.co/4EH9ClIoWN,"Startup burn rates balloon to the size of your bank account if you're not careful. Be thrifty. Cash should last 12-18 months until you've hit milestones that de-risk your business for a new round of funding.
9/"
124,124,986401873304236032,Thread 17,1524011507,"The best startup tip is still ""don't quit"". When investors says no, employees leave, competitors emerge, and you waÃ¢?Â¦ https://t.co/foErgyqWbd",12,49,5,https://t.co/foErgyqWbd,"The best startup tip is still ""don't quit"". When investors says no, employees leave, competitors emerge, and you want to hide: have grit, pivot, survive. Here are some more strategies from Atrium.
techcrunch.com/2018/04/17/sta…
What are your best fundraising tricks? 10/10"
125,125,956533989732507649,Thread 18,1516890449,"All you need to know about ""Bill Kristol"":
-he supported Obama
-he voted for #CrookedHillary
-he fears Donald TrumpÃ¢?Â¦ https://t.co/TWJvDbdF6r",59,94,6,https://t.co/TWJvDbdF6r,"All you need to know about ""Bill Kristol"":
-he supported Obama
-he voted for
#CrookedHillary
-he fears Donald Trump
-his favorite president was George W. Bush
If you think ANY of those things make him a hero, you might be a Communist.
Don't believe me? Read on."
126,126,956533992001540096,Thread 18,1516890449,"""Between ObamaÃ¢??s mother, grandfather, Kenyan father, and Frank Marshall Davis, those are some pretty extreme politiÃ¢?Â¦ https://t.co/6FnY3On4sF",0,2,1,https://t.co/6FnY3On4sF,"""Between Obama’s mother, grandfather, Kenyan father, and Frank Marshall Davis, those are some pretty extreme political influences.""
spectator.org/34558_our-firs…"
127,127,956533996183277568,Thread 18,1516890450,"Remember, in this context, the ""status quo"" is the leadership of Barack Obama and his Globalist administration:

https://t.co/qDgR2n4IaY",1,2,1,https://t.co/qDgR2n4IaY,"""He came to me to make sure I was supporting his sound policies. Of course, since his sound policies are more like the policies people like me have been advocating for quite a while, I’m happy to support them. He’s a born-again neo-con.""
realclearpolitics.com/video/2011/03/…"
128,128,956533994589491201,Thread 18,1516890450,"""(FBI) files obtained by Judicial Watch reveal that the dad, maternal grandpa and father-in-law of President ObamaÃ¢??Ã¢?Â¦ https://t.co/QX7sMg0RsA",1,3,1,https://t.co/QX7sMg0RsA,"""(FBI) files obtained by Judicial Watch reveal that the dad, maternal grandpa and father-in-law of President Obama’s trusted senior advisor, Valerie Jarrett, were hardcore Communists under investigation by the U.S. government.""
judicialwatch.org/blog/2015/06/c…"
129,129,956533993201192961,Thread 18,1516890450,"""He came to me to make sure I was supporting his sound policies. Of course, since his sound policies are more likeÃ¢?Â¦ https://t.co/lWhd3izGCQ",0,1,1,https://t.co/lWhd3izGCQ,"Remember, in this context, the ""status quo"" is the leadership of Barack Obama and his Globalist administration:
salon.com/2016/06/10/ano…"
130,130,956533999928782848,Thread 18,1516890451,"""The neoconservative founders included James Burnham, Max Shactman, Leo Strauss, Suzanne LaFollette, Willmoore KendÃ¢?Â¦ https://t.co/O5BrlIHneB",1,2,1,https://t.co/O5BrlIHneB,"And then there's the company he keeps on the ""Right"", a veritable who's-who of political cronyism and corruption, eagerly greasing the wheels of the Globalist war & destabilization machine:
en.wikipedia.org/wiki/List_of_R…"
131,131,956533998389514240,Thread 18,1516890451,"And then there's the company he keeps on the ""Right"", a veritable who's-who of political cronyism and corruption, eÃ¢?Â¦ https://t.co/7HIX21HG1v",1,2,1,https://t.co/7HIX21HG1v,"""The neoconservative founders included James Burnham, Max Shactman, Leo Strauss, Suzanne LaFollette, Willmoore Kendall, and IRVING KRISTOL. When you go over the histories of these men, one uncovers that they all came from communist, specifically Trotskyist, backgrounds."""
132,132,956534003326246913,Thread 18,1516890452,"""...Trotsky ... argued that a bureaucracy would only empower the middle-class and oppress the workers. Instead he aÃ¢?Â¦ https://t.co/gSrlLhGRB5",2,3,1,https://t.co/gSrlLhGRB5,"""...Trotsky ... argued that a bureaucracy would only empower the middle-class and oppress the workers. Instead he argued that an empowered FEUDALIST STATE at the expense of the middle class would lead to communism.""
addictinginfo.com/2014/07/03/neo…"
133,133,956534004811001856,Thread 18,1516890452,"So there you have it: 
Neoconservatism = Globalism = Trotskyism = NeoFeudalism
  
#NotOnMyWatch
#NeverAgain https://t.co/h7qv4fZHRg",2,5,1,https://t.co/h7qv4fZHRg,"So there you have it:
Neoconservatism = Globalism = Trotskyism = NeoFeudalism
#NotOnMyWatch
#NeverAgain"
134,134,956544622423101440,Thread 18,1516892984,@threadreaderapp unroll please,1,1,1,,unroll please
144,144,965441272851943424,Thread 20,1519014111,"#MkUltra should terrify everyone. 

available on the US SENATE website.

Following tweets will outline horrifying dÃ¢?Â¦ https://t.co/OibEQnGdsx",21,17,2,https://t.co/OibEQnGdsx,"#MkUltra
should terrify everyone.
available on the US SENATE website.
Following tweets will outline horrifying details of
#CIA
ABUSE in the 50s.
Governments are not beyond reprimand. They must be held accountable.
@POTUS
saved us all.
#TheGreatAwakening
#TheStormHasArrived"
145,145,965443009071472640,Thread 20,1519014525,"Project #MKUltra was the CIA program of research in behavioral modification.

Test subjects were not volunteers. ThÃ¢?Â¦ https://t.co/ZZ8Kx3KCBR",16,14,2,https://t.co/ZZ8Kx3KCBR,"Project
#MKUltra
was the CIA program of research in behavioral modification.
Test subjects were not volunteers. They were unknowing US citizens from 86 universities/institutions.
#QAnon
#TheStormHasArrived
#research
@POTUS"
146,146,965444592618352641,Thread 20,1519014902,"#MKUltra was comprised of 144 subcategories divided into 15 groups.

Limited information is available,  pieced togeÃ¢?Â¦ https://t.co/c1nx2axa6O",7,5,1,https://t.co/c1nx2axa6O,"#MKUltra
was comprised of 144 subcategories divided into 15 groups.
Limited information is available, pieced together from financial records. Why, you ask?
The CIA claimed “present practice [was] to maintain no records of the planning and approval of test programs.”"
