,Unnamed: 0,id,thread_number,timestamp,text,retweets,likes,replies,url,full_text
32,32,972724835884326913,Thread 3,1520750647,"So, while there's *kinda* is a nonzero probability of a human tunnelling through a wall, it's so vanishingly smallÃ¢?Â¦ https://t.co/hmYmclbcei",6,86,4,https://t.co/hmYmclbcei,"Plugging in the numbers gives e^5.3*10^35 which is about e^10^35. That number is so incomprehensible big that the remaining factors of the equation are insignificant! But what we got is in the denominator, so the probability of a human of tunnelling is e^-10^35."
33,33,972724834386919425,Thread 3,1520750647,Plugging in the numbers gives e^5.3*10^35 which is about e^10^35. That number is so incomprehensible big that the rÃ¢?Â¦ https://t.co/xZ1mR0ZtdZ,5,62,9,https://t.co/xZ1mR0ZtdZ,"So, while there's *kinda* is a nonzero probability of a human tunnelling through a wall, it's so vanishingly small that we can safely say it's not gonna happen. So, let's save our human friend that unnecessary thump with that wall and let particles do the tunnelling 😉"
34,34,972728923871051776,Thread 3,1520751622,#SaturdayNightThoughts,0,44,2,,#SaturdayNightThoughts
35,35,972734832538091521,Thread 3,1520753031,"Note: when I say the probability of a human tunneling through a wall is e^-10^35, I mean the exponential raised toÃ¢?Â¦ https://t.co/BA72rbuyc2",14,122,14,https://t.co/BA72rbuyc2,"Note: when I say the probability of a human tunneling through a wall is e^-10^35, I mean the exponential raised to -10^35, as in, the negative 1 followed by 35 zeros, as in e^-100,000,000,000,000,000,000,000,000,000,000,000. So, ""vanishingly small"" is an understatement!"
36,36,972881696444989440,Thread 3,1520788046,This quantum tunneling thread was such a hit that I went ahead and drew a cute cartoon thingy of a tennis ball andÃ¢?Â¦ https://t.co/QJfncGWE6G,2,81,4,https://t.co/QJfncGWE6G,"This quantum tunneling thread was such a hit that I went ahead and drew a cute cartoon thingy of a tennis ball and an electron trying to tunnel for you all, and I can't even draw"
37,37,973335698106351616,Thread 4,1520896288,"Since we're talking so much about white evangelicals and Trump these days, a short thread....",543,1237,44,,"Since we're talking so much about white evangelicals and Trump these days, a short thread...."
38,38,973336286433103874,Thread 4,1520896429,"One of the most common questions I get from non-evangelicals when I'm traveling is, ""How in the world do you explaiÃ¢?Â¦ https://t.co/bXj3Ug3ebu",37,253,6,https://t.co/bXj3Ug3ebu,"One of the most common questions I get from non-evangelicals when I'm traveling is, ""How in the world do you explain evangelical support of Trump? You grew up in that world. Explain it to me. I'm baffled."" They are asking sincerely."
39,39,973336520215154689,Thread 4,1520896484,"As we've seen over the last few days there are a lot of ways to answer that question, but I always return to a singÃ¢?Â¦ https://t.co/gxQ6UDrtxu",46,241,1,https://t.co/gxQ6UDrtxu,"As we've seen over the last few days there are a lot of ways to answer that question, but I always return to a single poll, highlighted here (
vox.com/identities/201…
) which I think explains the situation most succinctly...."
40,40,973336825019424768,Thread 4,1520896557,"The poll shows that white evangelicals believe that they are MORE discriminated against than Muslims, MORE discrimiÃ¢?Â¦ https://t.co/Z1MWdd2vVr",137,577,30,https://t.co/Z1MWdd2vVr,"The poll shows that white evangelicals believe that they are MORE discriminated against than Muslims, MORE discriminated against than immigrants, MORE discriminated against than LGBT people, and MORE discriminated against than AFRICAN AMERICANS. Think about that!"
41,41,973337300234063873,Thread 4,1520896670,So this and other polls show that white evangelicals believe they are the single most discriminated against group iÃ¢?Â¦ https://t.co/wj6ygaIl2i,85,583,7,https://t.co/wj6ygaIl2i,"So this and other polls show that white evangelicals believe they are the single most discriminated against group in America. And that, ladies and gentlemen, is NOT a belief based in reality...."
42,42,973337613317885953,Thread 4,1520896745,I think so many evangelicals have come to this belief based on two major factors: 1) self-segregation - racially &amp;Ã¢?Â¦ https://t.co/y65B1Xogvo,44,397,5,https://t.co/y65B1Xogvo,"I think so many evangelicals have come to this belief based on two major factors: 1) self-segregation - racially & culturally - which as we've seen, goes way back & culminated with opposition to integration during the Civil Rights Movement..."
43,43,973338086225645568,Thread 4,1520896858,...and 2) The NARRATIVE OF DECLINE. I grew up hearing A LOT about how the culture is growing more &amp; more hostile toÃ¢?Â¦ https://t.co/YZXmQSAJnE,43,444,9,https://t.co/YZXmQSAJnE,"...and 2) The NARRATIVE OF DECLINE. I grew up hearing A LOT about how the culture is growing more & more hostile to (white) evangelical Christians. We see this fear in everything from ""The Benedict Option"" to ""God's Not Dead."" (Ironically, it's a very profitable narrative!)"
44,44,973338512522141696,Thread 4,1520896959,"So even though white evangelical Christians are among the most popular religious groups in the country, enjoying reÃ¢?Â¦ https://t.co/NL0AUd3CBT",78,419,8,https://t.co/NL0AUd3CBT,"So even though white evangelical Christians are among the most popular religious groups in the country, enjoying representation from a large percentage of congress, benefiting from tax exemption & other perks, they see themselves as embattled & persecuted..."
45,45,973339044947128320,Thread 4,1520897086,"...Because *sharing* the public square (like, allowing other traditions to legally marry same sex couples &amp; not forÃ¢?Â¦ https://t.co/Sup6d4XPxb",155,971,15,https://t.co/Sup6d4XPxb,"...Because *sharing* the public square (like, allowing other traditions to legally marry same sex couples & not forcing Jewish kids to pray Christian prayers in public schools) is seen as persecution. Loss of absolute privilege is equated with marginalization."
46,46,973339393925812224,Thread 4,1520897169,"Donald Trump, for all his lack of savvy, was smart enough to play right into this narrative of decline, promising (Ã¢?Â¦ https://t.co/RMuqFr3P84",43,377,8,https://t.co/RMuqFr3P84,"Donald Trump, for all his lack of savvy, was smart enough to play right into this narrative of decline, promising (white) evangelical Christians that he would ""give you power again....EVERYONE will say Merry Christmas."""
47,47,973340514379583491,Thread 4,1520897437,"And because white evangelicalism has not yielded to the cries of people of color, immigrants, LGBT folks, etc--*actÃ¢?Â¦ https://t.co/rYK78Ws9CB",60,472,6,https://t.co/rYK78Ws9CB,"And because white evangelicalism has not yielded to the cries of people of color, immigrants, LGBT folks, etc--*actual oppressed minorities*--it acted solely in self-preservation & now gives Trump a pass for his racism/immorality in exchange for political favors."
48,48,973341442813853696,Thread 4,1520897658,"That's my theory, anyway. A lot more can be unpacked theologically and historically, but to me, that poll is the siÃ¢?Â¦ https://t.co/l6j4Dz59l2",12,332,20,https://t.co/l6j4Dz59l2,"That's my theory, anyway. A lot more can be unpacked theologically and historically, but to me, that poll is the single most revealing indication of what happened."
49,49,973356563145641984,Thread 4,1520901263,"All that said, I have witnessed some amazing things - acts of mercy and kindness &amp; justice - within evangelical culÃ¢?Â¦ https://t.co/jTRV5cjlzJ",29,480,30,https://t.co/jTRV5cjlzJ,"All that said, I have witnessed some amazing things - acts of mercy and kindness & justice - within evangelical culture. It’s not a monolith. There have been strong voices of dissent around this marriage to the GOP. And I remain grateful for the gifts evangelicalism gave me."
63,63,961077328628670465,Thread 6,1517973665,1) #GrassleyMemo  Declassified! (see what's new)Ã°??? https://t.co/9PW8K9UlPR,805,1080,34,https://t.co/9PW8K9UlPR,"1)
#GrassleyMemo
Declassified! (see what's new)👇"
64,64,961077333028491264,Thread 6,1517973666,3) #GrassleyMemo Declassified portions (page two) https://t.co/6jeWD304m7,107,153,3,https://t.co/6jeWD304m7,"2)
#GrassleyMemo
Declassified portions. (page one)"
65,65,961077330859970560,Thread 6,1517973666,2) #GrassleyMemo Declassified portions. (page one) https://t.co/ALKobWJbU9,130,175,1,https://t.co/ALKobWJbU9,"3)
#GrassleyMemo
Declassified portions (page two)"
66,66,961077334983012354,Thread 6,1517973667,4) #GrassleyMemo Declassified portions  (page three) https://t.co/l8hhPRqGyQ,103,151,3,https://t.co/l8hhPRqGyQ,"4)
#GrassleyMemo
Declassified portions (page three)"
67,67,961077337382178816,Thread 6,1517973667,5) #GrassleyMemo Declassified portions (page four) https://t.co/o3GnUATwGy,127,175,3,https://t.co/o3GnUATwGy,"5)
#GrassleyMemo
Declassified portions (page four)"
68,68,961077341274374144,Thread 6,1517973668,7) #GrassleyMemo Declassified portions (page six) https://t.co/pxlAPulV7r,90,134,1,https://t.co/pxlAPulV7r,"6)
#GrassleyMemo
Declassified portions (page five)"
69,69,961077339198296065,Thread 6,1517973668,6) #GrassleyMemo Declassified portions (page five) https://t.co/Rj609krFVJ,103,148,1,https://t.co/Rj609krFVJ,"7)
#GrassleyMemo
Declassified portions (page six)"
70,70,961077343044370432,Thread 6,1517973669,8) #GrassleyMemo Declassified portions (page seven) https://t.co/KpZq1SmFti,111,150,3,https://t.co/KpZq1SmFti,"8)
#GrassleyMemo
Declassified portions (page seven)"
71,71,961077345082904578,Thread 6,1517973669,9) #GrassleyMemo Declassified portions (page eight) https://t.co/qmN6LH9R7R,96,165,2,https://t.co/qmN6LH9R7R,"9)
#GrassleyMemo
Declassified portions (page eight)"
72,72,961077865503711233,Thread 6,1517973793,"10) 2/6/18 #GrassleyMemo 
FULL PDF&gt; https://t.co/Nkw7FxC7wj https://t.co/pGSwwesZYO",180,272,13,https://t.co/Nkw7FxC7wj ,"10)
2/6/18
#GrassleyMemo
FULL PDF>
judiciary.senate.gov/imo/media/doc/…"
73,73,961146085275242498,Thread 6,1517990058,11) CONFIRMS that Comey and the FBI had an extended relationship with Steele and relied heavily on him and theÃ¢?Â¦ https://t.co/M9XOdE5dT2,99,141,7,https://t.co/M9XOdE5dT2,"11)
CONFIRMS that Comey and the FBI had an extended relationship with Steele and relied heavily on him and the
#SteeleDossier
""Mr. Steele himself was considered reliable due to his past work for the Bureau"" (page 2)"
74,74,961146633529544704,Thread 6,1517990189,12) CONFIRMS that Comey and the FBI worked for the Hillary Clinton Campaign.  Perkins Coie got paid.  #FusionGPS goÃ¢?Â¦ https://t.co/7XOO52yZCT,153,182,5,https://t.co/7XOO52yZCT,"12)
CONFIRMS that Comey and the FBI worked for the Hillary Clinton Campaign. Perkins Coie got paid.
#FusionGPS
got paid. Steele got paid. Are we to believe that Comey did not get paid in some form? Why the slavish devotion? (page 3)"
75,75,961147020755992576,Thread 6,1517990281,"13) FBI lied to the court by omission! 
October 2016 FBI suspends relationship with Steele for leaking to the pressÃ¢?Â¦ https://t.co/afQsYkXWkc",119,157,3,https://t.co/afQsYkXWkc,"13)
FBI lied to the court by omission!
October 2016 FBI suspends relationship with Steele for leaking to the press yet repeatedly tells the court they do not believe it was intentional!
#GrassleyMemo
reveals Steele leaked PRIOR to Oct 2016. FBI withheld this from the court (pg4)"
76,76,961147621741080576,Thread 6,1517990424,14) CONFIRMS that the State Department fed Steele information used in the #SteeleDossier (page 6) https://t.co/qkYJoTwE9T,115,149,3,https://t.co/qkYJoTwE9T,"14)
CONFIRMS that the State Department fed Steele information used in the
#SteeleDossier
(page 6)"
77,77,961147982598103040,Thread 6,1517990510,15) #GrassleyMemo demonstrates that the sole source for the FISA warrant was Christopher Steele. A source that wasÃ¢?Â¦ https://t.co/uwAsYB6yJz,199,249,13,https://t.co/uwAsYB6yJz,"15)
#GrassleyMemo
demonstrates that the sole source for the FISA warrant was Christopher Steele. A source that was NEVER VERIFIED. Thus, an unverified source was used to spy on Americans. Grassley puts the FBI and DOJ firmly on the hook for not verifying and for omission. (p7-8)"
78,78,973164631178076160,Thread 7,1520855503,"Ã°??Â¥KUSHÃ°??Â¥

THREAD: #Qatar claims to have EVIDENCE of Ã¢??illicit influenceÃ¢?? by the UAE on Jared Kushner &amp; other Trump assÃ¢?Â¦ https://t.co/CB4zvHgOSa",1068,1230,60,https://t.co/CB4zvHgOSa,"🔥KUSH🔥
THREAD:
#Qatar
claims to have EVIDENCE of “illicit influence” by the UAE on Jared Kushner & other Trump associates, including details of SECRET MEETINGS, but decided not to give info to Mueller for fear of retaliation from Trump‼️
1/
nbcnews.com/politics/natio…"
79,79,973167381831999488,Thread 7,1520856159,"Mueller already was probing attempts by the UAE to "" buy political influence"" by supporting TrumpÃ¢??s campaign.Ã°?Â¤?

TheÃ¢?Â¦ https://t.co/HAAv0fUVCI",147,278,5,https://t.co/HAAv0fUVCI,"Mueller already was probing attempts by the UAE to "" buy political influence"" by supporting Trump’s campaign.🤔
Then *after*
#Qatar
refused to bail out Kush’s 666 Fifth Ave properly, Trump sided w/the UAE &
#SaudiArabia
AGAINST Qatar.🤨
2/
#Corruption
External Tweet loading...
If nothing shows, it may have been deleted
by @drdenagrayson
view original on Twitter"
80,80,973168415904092160,Thread 7,1520856405,"George Nader Ã¢?? a Lebanese-American pal of Erik Prince, whoÃ¢??s been pushing pro-UAE interests Ã¢?? and #Republican DONORÃ¢?Â¦ https://t.co/5D0tiKwPVz",120,304,11,https://t.co/5D0tiKwPVz,"George Nader — a Lebanese-American pal of Erik Prince, who’s been pushing pro-UAE interests — and
#Republican
DONOR Elliott Broidy, participated in the meetings.🤔
Nader FLIPPED and is cooperating w/Mueller‼️😎
3/"
81,81,973169412223258625,Thread 7,1520856643,"In addition to the UAE, Broidy was also angling to influence DOJ to drop its probe of #MalaysiaÃ¢??s 1MDBÃ°???Ã°??Â¼suspected oÃ¢?Â¦ https://t.co/tAskAAJWab",93,178,2,https://t.co/tAskAAJWab,"In addition to the UAE, Broidy was also angling to influence DOJ to drop its probe of
#Malaysia
’s 1MDB👉🏼suspected of
#MoneyLaundering
and other alleged crimes.🤨
4/
External Tweet loading...
If nothing shows, it may have been deleted
by @drdenagrayson
view original on Twitter"
82,82,973171145410338822,Thread 7,1520857056,"Broidy is also linked to Rick GatesÃ¢?? movie production company. GatesÃ¢?? partner pleaded GUILTY to #MoneyLaundering, fÃ¢?Â¦ https://t.co/URNToAe2r8",93,174,4,https://t.co/URNToAe2r8,"Broidy is also linked to Rick Gates’ movie production company. Gates’ partner pleaded GUILTY to
#MoneyLaundering
, fraud & identity theft.🙄
Gates’ co-producers funneled cash to a DARK MONEY political nonprofit👈🏼Broidy served on its board‼️
5/
External Tweet loading...
If nothing shows, it may have been deleted
by @drdenagrayson
view original on Twitter"
83,83,973172487256264704,Thread 7,1520857376,"Ã¢??Bad newsÃ¢?? Broidy previously pleaded GUILTY for illegally funneling money to NY pension fund authorities.Ã°?Â¤?

DO YOUÃ¢?Â¦ https://t.co/2YcEs5zi1g",143,265,4,https://t.co/2YcEs5zi1g,"“Bad news” Broidy previously pleaded GUILTY for illegally funneling money to NY pension fund authorities.🤔
DO YOU SEE WHERE THIS IS HEADING⁉️
Mueller is probing ALL of the DIRTY MONEY that illegally flowed into
#GOP
and Trump campaign coffers‼️😎6/
External Tweet loading...
If nothing shows, it may have been deleted
by @drdenagrayson
view original on Twitter"
84,84,973174622849064960,Thread 7,1520857885,Qatari officials met w/Trump officials in Jan/Feb. Trump endorsed the UAE/Saudi blockade in June AFTER #Qatar baileÃ¢?Â¦ https://t.co/Pg9fZVHwdz,90,176,1,https://t.co/Pg9fZVHwdz,"Qatari officials met w/Trump officials in Jan/Feb. Trump endorsed the UAE/Saudi blockade in June AFTER
#Qatar
bailed on Kush.🤔
Qataris also met w/FBI Dir Chris Wray, but “never shared” their info about UAE's influence on the administration, likely b/c MUELLER ALREADY KNEW.😎
7/"
85,85,973176612215754752,Thread 7,1520858359,Broidy is KNOWN to have MASSIVE business ties w/UAE. #Qatar says Broidy influenced the Trump administration &amp; claimÃ¢?Â¦ https://t.co/mvIklwvFY3,72,132,2,https://t.co/mvIklwvFY3,"Broidy is KNOWN to have MASSIVE business ties w/UAE.
#Qatar
says Broidy influenced the Trump administration & claims to have EVIDENCE showing his connection to the UAE.🤔
8/
#FARA
External Tweet loading...
If nothing shows, it may have been deleted
by @drdenagrayson
view original on Twitter"
86,86,973178234971009026,Thread 7,1520858746,"FOURTEEN lobbying &amp; PR firms filed #FARA as agents of Qatar, UAE or Saudi Arabia since Trump's blockade endorsementÃ¢?Â¦ https://t.co/AG8Opt68Ti",93,159,3,https://t.co/AG8Opt68Ti,"FOURTEEN lobbying & PR firms filed
#FARA
as agents of Qatar, UAE or Saudi Arabia since Trump's blockade endorsement.🤨
Mercury lobbied in favor of Qatar, Podesta Group lobbied for Saudi Arabia, and BOTH worked w/Manafort for the pro-
#Russia
party in Ukraine.🙄
9/"
87,87,973179403634204672,Thread 7,1520859025,"Friends, this is just a SMALL glimpse of the SHADY players in our political system, with MANY foreign agents NEVERÃ¢?Â¦ https://t.co/tpbViOw29w",145,308,9,https://t.co/tpbViOw29w,"Friends, this is just a SMALL glimpse of the SHADY players in our political system, with MANY foreign agents NEVER filing
#FARA
.
Even worse,
#CitizensUnited
allows ANONYMOUS & UNLIMITED cash into the political system👉🏼opened the floodgates for
#corruption
‼️🤬
10/"
88,88,973182159421919233,Thread 7,1520859682,"The #SteeleDossier warned that #RussiaÃ°??Â·Ã°??Âºwas a smokescreen for TrumpÃ¢??s #corruption in other countries.Ã°?Â¤Â¨

Notice thatÃ¢?Â¦ https://t.co/EKnjUblJHD",183,406,13,https://t.co/EKnjUblJHD,"The
#SteeleDossier
warned that
#Russia
🇷🇺was a smokescreen for Trump’s
#corruption
in other countries.🤨
Notice that this latest twist in Mueller’s probe involves countries OTHER than Russia⁉️
That’s b/c Mueller’s investigation is GLOBAL‼️😎
/end
#MuellerTime"
89,89,971918359490068485,Thread 8,1520558368,"Ã°??Â°Ã°??ÂµWAG THE JONGÃ°??Â°Ã°??Âµ

THREAD: My thoughts on #NorthKoreaÃ¢??s Ã¢??offer.Ã¢??

DPRK has made similar overtures before, but no POTÃ¢?Â¦ https://t.co/528hKCik3K",1253,2191,235,https://t.co/528hKCik3K,"🇰🇵WAG THE JONG🇰🇵
THREAD: My thoughts on
#NorthKorea
’s “offer.”
DPRK has made similar overtures before, but no POTUS took the bait. Kim Jong Un has NO intention of giving up his nukes. What he wants is to be treated as an equal on the world stage.🤨1/
washingtonpost.com/world/asia_pac…"
90,90,971920099081969664,Thread 8,1520558783,"Although #NorthKorea tried for DECADES to meet w/the US, no POTUS (R or D) agreed.Ã°?Â¤?

Why not? B/c a bilateral meetiÃ¢?Â¦ https://t.co/58Z02x0A0i",229,412,18,https://t.co/58Z02x0A0i,"Although
#NorthKorea
tried for DECADES to meet w/the US, no POTUS (R or D) agreed.🤔
Why not? B/c a bilateral meeting of both leaders signifies that we are EQUALS, thereby *validating* DPRK’s whole strategy of using nukes to get “respect” globally.🤨
2/
External Tweet loading...
If nothing shows, it may have been deleted
by @armscontrolwonk
view original on Twitter"
91,91,971922149660418049,Thread 8,1520559272,"Ã°??Â¨Ã°??Â³CHINAÃ°??Â¨Ã°??Â³

When analyzing #NorthKorea, we must also consider China.Ã°?Â¤?

Why? Because ~90% of North KoreaÃ¢??s trade (impÃ¢?Â¦ https://t.co/N9hMOq24vk",117,274,12,https://t.co/N9hMOq24vk,"🇨🇳CHINA🇨🇳
When analyzing
#NorthKorea
, we must also consider China.🤔
Why? Because ~90% of North Korea’s trade (imports AND exports) is w/China. So if the world wants to do ANYTHING about NoKo, CHINA must be on board.
We know this, and so does Kim Jong Un‼️
3/"
92,92,971924729941692416,Thread 8,1520559887,"So by agreeing to meet DIRECTLY with Kim Jong Un, Trump essentially is fulfilling #NorthKoreaÃ¢??s goalÃ°???Ã°??Â¼using nukes tÃ¢?Â¦ https://t.co/OBp1zc9UkI",177,382,23,https://t.co/OBp1zc9UkI,"So by agreeing to meet DIRECTLY with Kim Jong Un, Trump essentially is fulfilling
#NorthKorea
’s goal👉🏼using nukes to get credibility on the world stage‼️
And you can bet that
#China
is in on this.🤨
4/"
93,93,971925208012648448,Thread 8,1520560001,"So why on earth would Trump meet w/#NorthKorea, thereby validating their whole Nukes-For-Respect planÃ¢??Ã¯Â¸?

Because TrÃ¢?Â¦ https://t.co/tQD6TUm30C",166,469,29,https://t.co/tQD6TUm30C,"So why on earth would Trump meet w/
#NorthKorea
, thereby validating their whole Nukes-For-Respect plan⁉️
Because Trump is DESPERATE and easily manipulated (of course).🙄
5/"
94,94,971926672676093952,Thread 8,1520560350,"Earlier today, Rexxon Tillerson said that we are Ã¢??a long ways from negotiationsÃ¢?? with #NorthKorea.Ã°?Â¤Â¨

So clearly, thÃ¢?Â¦ https://t.co/tQYIBYSRYD",173,372,22,https://t.co/tQYIBYSRYD,"Earlier today, Rexxon Tillerson said that we are “a long ways from negotiations” with
#NorthKorea
.🤨
So clearly, this “offer” should be considered VERY SHADY‼️
6/
google.com/amp/s/www.poli…"
